timestamp,date,hour,day_of_week,is_weekend,is_holiday,month,junction_name,weather,event_nearby,anomaly_cause,vehicle_count,avg_speed_kmh,delay_minutes,congestion_level,day_of_week_enc,junction_name_enc,weather_enc,event_nearby_enc,anomaly_cause_enc,congestion_level_enc
2023-05-15 18:00,2023-05-15,18,Monday,0,0,5,Bannerghatta Rd,Clear,Festival,Accident,843,22,14.2,High,1,0,0,3,0,0
2023-05-15 19:00,2023-05-15,19,Monday,0,0,5,Bannerghatta Rd,Cloudy,None,None,1074,21,19.2,High,1,0,1,5,1,0
2023-05-15 20:00,2023-05-15,20,Monday,0,0,5,MG Road & Brigade Rd,Heavy Rain,None,VIP Movement,326,41,8.3,Medium,1,4,3,5,4,2
2023-05-15 21:00,2023-05-15,21,Monday,0,0,5,Hebbal Flyover,Cloudy,None,None,257,51,7.1,Low,1,2,1,5,1,1
2023-05-15 22:00,2023-05-15,22,Monday,0,0,5,Hebbal Flyover,Cloudy,None,None,458,43,8.3,Medium,1,2,1,5,1,2
2023-05-15 23:00,2023-05-15,23,Monday,0,0,5,Whitefield Main Rd,Clear,None,Waterlogging,10,59,2.6,Low,1,9,0,5,5,1
2023-05-16 00:00,2023-05-16,0,Tuesday,0,0,5,MG Road & Brigade Rd,Heavy Rain,None,Waterlogging,20,63,3.3,Low,5,4,3,5,5,1
2023-05-16 01:00,2023-05-16,1,Tuesday,0,0,5,Electronic City Flyover,Fog,Political Rally,Road Construction,35,61,2.1,Low,5,1,2,6,3,1
2023-05-16 02:00,2023-05-16,2,Tuesday,0,0,5,Electronic City Flyover,Heavy Rain,None,None,2,63,1.1,Low,5,1,3,5,1,1
2023-05-16 03:00,2023-05-16,3,Tuesday,0,0,5,Outer Ring Road & Bellandur,Clear,None,Accident,0,57,0.5,Low,5,6,0,5,0,1
2023-05-16 04:00,2023-05-16,4,Tuesday,0,0,5,Whitefield Main Rd,Cloudy,Cricket Match,Waterlogging,42,58,3.0,Low,5,9,1,1,5,1
2023-05-16 05:00,2023-05-16,5,Tuesday,0,0,5,KR Puram Junction,Clear,Exhibition,None,45,58,3.0,Low,5,3,0,2,1,1
2023-05-16 06:00,2023-05-16,6,Tuesday,0,0,5,KR Puram Junction,Clear,None,Road Construction,271,52,6.6,Low,5,3,0,5,3,1
2023-05-16 07:00,2023-05-16,7,Tuesday,0,0,5,Whitefield Main Rd,Clear,Exhibition,Road Construction,181,54,3.7,Low,5,9,0,2,3,1
2023-05-16 08:00,2023-05-16,8,Tuesday,0,0,5,Sarjapur Junction,Clear,None,None,754,25,14.2,High,5,7,0,5,1,0
2023-05-16 09:00,2023-05-16,9,Tuesday,0,0,5,MG Road & Brigade Rd,Cloudy,None,None,871,23,14.8,High,5,4,1,5,1,0
2023-05-16 10:00,2023-05-16,10,Tuesday,0,0,5,Hebbal Flyover,Clear,None,None,861,28,14.6,High,5,2,0,5,1,0
2023-05-16 11:00,2023-05-16,11,Tuesday,0,0,5,Sarjapur Junction,Clear,None,None,324,51,7.7,Medium,5,7,0,5,1,2
2023-05-16 12:00,2023-05-16,12,Tuesday,0,0,5,KR Puram Junction,Fog,Cricket Match,None,479,42,8.2,Medium,5,3,2,1,1,2
2023-05-16 13:00,2023-05-16,13,Tuesday,0,0,5,KR Puram Junction,Cloudy,None,None,474,36,7.9,Medium,5,3,1,5,1,2
2023-05-16 14:00,2023-05-16,14,Tuesday,0,0,5,Silk Board Junction,Rain,None,Accident,50,61,1.9,Low,5,8,4,5,0,1
2023-05-16 15:00,2023-05-16,15,Tuesday,0,0,5,Hebbal Flyover,Fog,None,None,201,50,4.4,Low,5,2,2,5,1,1
2023-05-16 16:00,2023-05-16,16,Tuesday,0,0,5,Marathahalli Bridge,Cloudy,None,None,256,52,4.8,Low,5,5,1,5,1,1
2023-05-16 17:00,2023-05-16,17,Tuesday,0,0,5,Silk Board Junction,Clear,Festival,None,2041,5,35.6,High,5,8,0,3,1,0
2023-05-16 18:00,2023-05-16,18,Tuesday,0,0,5,Silk Board Junction,Clear,None,None,895,20,17.3,High,5,8,0,5,1,0
2023-05-16 19:00,2023-05-16,19,Tuesday,0,0,5,Marathahalli Bridge,Clear,Concert,None,1866,5,33.7,High,5,5,0,0,1,0
2023-05-16 20:00,2023-05-16,20,Tuesday,0,0,5,Bannerghatta Rd,Rain,None,None,983,17,18.9,High,5,0,4,5,1,0
2023-05-16 21:00,2023-05-16,21,Tuesday,0,0,5,Electronic City Flyover,Clear,None,None,441,43,10.0,Medium,5,1,0,5,1,2
2023-05-16 22:00,2023-05-16,22,Tuesday,0,0,5,KR Puram Junction,Fog,None,None,282,44,6.1,Low,5,3,2,5,1,1
2023-05-16 23:00,2023-05-16,23,Tuesday,0,0,5,MG Road & Brigade Rd,Clear,None,None,70,60,3.1,Low,5,4,0,5,1,1
2023-05-17 00:00,2023-05-17,0,Wednesday,0,0,5,Silk Board Junction,Clear,None,None,58,59,1.5,Low,6,8,0,5,1,1
2023-05-17 01:00,2023-05-17,1,Wednesday,0,0,5,Sarjapur Junction,Clear,None,Accident,47,60,2.0,Low,6,7,0,5,0,1
2023-05-17 02:00,2023-05-17,2,Wednesday,0,0,5,Outer Ring Road & Bellandur,Cloudy,None,None,20,55,1.1,Low,6,6,1,5,1,1
2023-05-17 03:00,2023-05-17,3,Wednesday,0,0,5,Electronic City Flyover,Clear,None,None,39,60,1.1,Low,6,1,0,5,1,1
2023-05-17 04:00,2023-05-17,4,Wednesday,0,0,5,Bannerghatta Rd,Clear,Cricket Match,None,97,54,4.5,Low,6,0,0,1,1,1
2023-05-17 05:00,2023-05-17,5,Wednesday,0,0,5,Electronic City Flyover,Clear,None,None,95,54,4.4,Low,6,1,0,5,1,1
2023-05-17 06:00,2023-05-17,6,Wednesday,0,0,5,Hebbal Flyover,Clear,None,None,249,46,5.3,Low,6,2,0,5,1,1
2023-05-17 07:00,2023-05-17,7,Wednesday,0,0,5,Whitefield Main Rd,Rain,None,None,150,52,4.2,Low,6,9,4,5,1,1
2023-05-17 08:00,2023-05-17,8,Wednesday,0,0,5,MG Road & Brigade Rd,Cloudy,None,None,1070,17,19.3,High,6,4,1,5,1,0
2023-05-17 09:00,2023-05-17,9,Wednesday,0,0,5,Sarjapur Junction,Fog,None,None,584,35,12.1,Medium,6,7,2,5,1,2
2023-05-17 10:00,2023-05-17,10,Wednesday,0,0,5,Outer Ring Road & Bellandur,Clear,Exhibition,None,882,22,16.9,High,6,6,0,2,1,0
2023-05-17 11:00,2023-05-17,11,Wednesday,0,0,5,Sarjapur Junction,Cloudy,None,Power Outage,151,52,3.4,Low,6,7,1,5,2,1
2023-05-17 12:00,2023-05-17,12,Wednesday,0,0,5,Sarjapur Junction,Clear,Exhibition,None,400,47,8.7,Medium,6,7,0,2,1,2
2023-05-17 13:00,2023-05-17,13,Wednesday,0,0,5,Electronic City Flyover,Clear,None,None,359,45,7.1,Medium,6,1,0,5,1,2
2023-05-17 14:00,2023-05-17,14,Wednesday,0,0,5,Whitefield Main Rd,Fog,Exhibition,None,187,50,4.1,Low,6,9,2,2,1,1
2023-05-17 15:00,2023-05-17,15,Wednesday,0,0,5,MG Road & Brigade Rd,Clear,None,None,328,46,8.4,Medium,6,4,0,5,1,2
2023-05-17 16:00,2023-05-17,16,Wednesday,0,0,5,Whitefield Main Rd,Cloudy,None,None,317,48,6.5,Medium,6,9,1,5,1,2
2023-05-17 17:00,2023-05-17,17,Wednesday,0,0,5,Whitefield Main Rd,Clear,None,None,1239,13,20.7,High,6,9,0,5,1,0
2023-05-17 18:00,2023-05-17,18,Wednesday,0,0,5,Whitefield Main Rd,Clear,None,None,1315,5,24.4,High,6,9,0,5,1,0
2023-05-17 19:00,2023-05-17,19,Wednesday,0,0,5,Sarjapur Junction,Fog,None,None,722,35,13.4,High,6,7,2,5,1,0
2023-05-17 20:00,2023-05-17,20,Wednesday,0,0,5,Whitefield Main Rd,Clear,None,None,1155,13,19.3,High,6,9,0,5,1,0
2023-05-17 21:00,2023-05-17,21,Wednesday,0,0,5,Hebbal Flyover,Cloudy,Political Rally,None,396,43,8.2,Medium,6,2,1,6,1,2
2023-05-17 22:00,2023-05-17,22,Wednesday,0,0,5,Outer Ring Road & Bellandur,Clear,None,Accident,85,57,3.0,Low,6,6,0,5,0,1
2023-05-17 23:00,2023-05-17,23,Wednesday,0,0,5,Whitefield Main Rd,Clear,None,None,36,60,1.9,Low,6,9,0,5,1,1
2023-05-18 00:00,2023-05-18,0,Thursday,0,0,5,Sarjapur Junction,Clear,None,None,43,59,0.9,Low,4,7,0,5,1,1
2023-05-18 01:00,2023-05-18,1,Thursday,0,0,5,Outer Ring Road & Bellandur,Clear,None,None,75,59,3.3,Low,4,6,0,5,1,1
2023-05-18 02:00,2023-05-18,2,Thursday,0,0,5,Marathahalli Bridge,Cloudy,Political Rally,None,97,60,2.5,Low,4,5,1,6,1,1
2023-05-18 03:00,2023-05-18,3,Thursday,0,0,5,Sarjapur Junction,Clear,None,None,25,57,2.6,Low,4,7,0,5,1,1
2023-05-18 04:00,2023-05-18,4,Thursday,0,0,5,Marathahalli Bridge,Clear,Cricket Match,None,72,58,1.9,Low,4,5,0,1,1,1
2023-05-18 05:00,2023-05-18,5,Thursday,0,0,5,Marathahalli Bridge,Cloudy,None,Road Construction,12,63,2.6,Low,4,5,1,5,3,1
2023-05-18 06:00,2023-05-18,6,Thursday,0,0,5,Marathahalli Bridge,Clear,None,Accident,79,52,2.1,Low,4,5,0,5,0,1
2023-05-18 07:00,2023-05-18,7,Thursday,0,0,5,Marathahalli Bridge,Rain,None,None,293,47,7.0,Low,4,5,4,5,1,1
2023-05-18 08:00,2023-05-18,8,Thursday,0,0,5,Outer Ring Road & Bellandur,Cloudy,None,None,1099,20,19.9,High,4,6,1,5,1,0
2023-05-18 09:00,2023-05-18,9,Thursday,0,0,5,Silk Board Junction,Rain,None,None,645,36,12.6,Medium,4,8,4,5,1,2
2023-05-18 10:00,2023-05-18,10,Thursday,0,0,5,MG Road & Brigade Rd,Clear,None,VIP Movement,590,34,9.9,Medium,4,4,0,5,4,2
2023-05-18 11:00,2023-05-18,11,Thursday,0,0,5,Electronic City Flyover,Clear,None,None,266,50,4.6,Low,4,1,0,5,1,1
2023-05-18 12:00,2023-05-18,12,Thursday,0,0,5,Silk Board Junction,Clear,Exhibition,None,488,43,10.8,Medium,4,8,0,2,1,2
2023-05-18 13:00,2023-05-18,13,Thursday,0,0,5,Sarjapur Junction,Clear,Cricket Match,None,676,33,13.7,Medium,4,7,0,1,1,2
2023-05-18 14:00,2023-05-18,14,Thursday,0,0,5,Silk Board Junction,Rain,None,Accident,126,57,4.4,Low,4,8,4,5,0,1
2023-05-18 15:00,2023-05-18,15,Thursday,0,0,5,Marathahalli Bridge,Clear,None,None,394,43,8.4,Medium,4,5,0,5,1,2
2023-05-18 16:00,2023-05-18,16,Thursday,0,0,5,Marathahalli Bridge,Cloudy,None,None,388,48,9.3,Medium,4,5,1,5,1,2
2023-05-18 17:00,2023-05-18,17,Thursday,0,0,5,KR Puram Junction,Cloudy,Exhibition,Power Outage,571,35,10.8,Medium,4,3,1,2,2,2
2023-05-18 18:00,2023-05-18,18,Thursday,0,0,5,Marathahalli Bridge,Heavy Rain,None,None,401,40,8.4,Medium,4,5,3,5,1,2
2023-05-18 19:00,2023-05-18,19,Thursday,0,0,5,Whitefield Main Rd,Clear,None,Road Construction,442,41,10.0,Medium,4,9,0,5,3,2
2023-05-18 20:00,2023-05-18,20,Thursday,0,0,5,Outer Ring Road & Bellandur,Cloudy,Festival,VIP Movement,586,36,12.3,Medium,4,6,1,3,4,2
2023-05-18 21:00,2023-05-18,21,Thursday,0,0,5,Outer Ring Road & Bellandur,Cloudy,None,None,358,45,7.3,Medium,4,6,1,5,1,2
2023-05-18 22:00,2023-05-18,22,Thursday,0,0,5,Sarjapur Junction,Fog,None,Accident,99,53,4.5,Low,4,7,2,5,0,1
2023-05-18 23:00,2023-05-18,23,Thursday,0,0,5,Silk Board Junction,Heavy Rain,None,None,52,57,3.3,Low,4,8,3,5,1,1
2023-05-19 00:00,2023-05-19,0,Friday,0,0,5,KR Puram Junction,Cloudy,Exhibition,None,38,55,2.6,Low,0,3,1,2,1,1
2023-05-19 01:00,2023-05-19,1,Friday,0,0,5,Hebbal Flyover,Fog,None,None,11,62,1.1,Low,0,2,2,5,1,1
2023-05-19 02:00,2023-05-19,2,Friday,0,0,5,Silk Board Junction,Clear,Political Rally,None,98,54,3.0,Low,0,8,0,6,1,1
2023-05-19 03:00,2023-05-19,3,Friday,0,0,5,Outer Ring Road & Bellandur,Heavy Rain,None,None,29,59,0.8,Low,0,6,3,5,1,1
2023-05-19 04:00,2023-05-19,4,Friday,0,0,5,KR Puram Junction,Clear,None,None,45,54,1.1,Low,0,3,0,5,1,1
2023-05-19 05:00,2023-05-19,5,Friday,0,0,5,MG Road & Brigade Rd,Clear,Exhibition,None,80,56,2.9,Low,0,4,0,2,1,1
2023-05-19 06:00,2023-05-19,6,Friday,0,0,5,Hebbal Flyover,Cloudy,None,Power Outage,114,53,4.5,Low,0,2,1,5,2,1
2023-05-19 07:00,2023-05-19,7,Friday,0,0,5,Electronic City Flyover,Clear,Cricket Match,Road Construction,226,50,5.5,Low,0,1,0,1,3,1
2023-05-19 08:00,2023-05-19,8,Friday,0,0,5,Sarjapur Junction,Cloudy,None,None,1086,16,18.7,High,0,7,1,5,1,0
2023-05-19 09:00,2023-05-19,9,Friday,0,0,5,Outer Ring Road & Bellandur,Clear,None,None,1173,15,22.3,High,0,6,0,5,1,0
2023-05-19 10:00,2023-05-19,10,Friday,0,0,5,Hebbal Flyover,Heavy Rain,None,None,406,43,9.2,Medium,0,2,3,5,1,2
2023-05-19 11:00,2023-05-19,11,Friday,0,0,5,KR Puram Junction,Cloudy,None,Road Construction,201,52,6.0,Low,0,3,1,5,3,1
2023-05-19 12:00,2023-05-19,12,Friday,0,0,5,Whitefield Main Rd,Clear,None,VIP Movement,139,53,3.3,Low,0,9,0,5,4,1
2023-05-19 13:00,2023-05-19,13,Friday,0,0,5,KR Puram Junction,Cloudy,None,None,229,51,5.3,Low,0,3,1,5,1,1
2023-05-19 14:00,2023-05-19,14,Friday,0,0,5,Sarjapur Junction,Heavy Rain,None,None,153,52,3.8,Low,0,7,3,5,1,1
2023-05-19 15:00,2023-05-19,15,Friday,0,0,5,Electronic City Flyover,Rain,Exhibition,None,335,46,7.2,Medium,0,1,4,2,1,2
2023-05-19 16:00,2023-05-19,16,Friday,0,0,5,Marathahalli Bridge,Rain,None,None,337,42,5.8,Medium,0,5,4,5,1,2
2023-05-19 17:00,2023-05-19,17,Friday,0,0,5,Electronic City Flyover,Clear,None,None,1308,10,23.8,High,0,1,0,5,1,0
2023-05-19 18:00,2023-05-19,18,Friday,0,0,5,Silk Board Junction,Rain,None,None,868,21,15.7,High,0,8,4,5,1,0
2023-05-19 19:00,2023-05-19,19,Friday,0,0,5,Electronic City Flyover,Heavy Rain,None,None,558,37,11.5,Medium,0,1,3,5,1,2
2023-05-19 20:00,2023-05-19,20,Friday,0,0,5,Sarjapur Junction,Cloudy,None,None,1167,10,19.9,High,0,7,1,5,1,0
2023-05-19 21:00,2023-05-19,21,Friday,0,0,5,Outer Ring Road & Bellandur,Clear,Cricket Match,None,486,38,9.3,Medium,0,6,0,1,1,2
2023-05-19 22:00,2023-05-19,22,Friday,0,0,5,Silk Board Junction,Clear,Cricket Match,None,368,43,6.5,Medium,0,8,0,1,1,2
2023-05-19 23:00,2023-05-19,23,Friday,0,0,5,Whitefield Main Rd,Rain,None,None,6,60,0.4,Low,0,9,4,5,1,1
2023-05-20 00:00,2023-05-20,0,Saturday,1,0,5,Silk Board Junction,Clear,None,None,40,62,1.6,Low,2,8,0,5,1,1
2023-05-20 01:00,2023-05-20,1,Saturday,1,0,5,Hebbal Flyover,Cloudy,None,None,119,55,2.6,Low,2,2,1,5,1,1
2023-05-20 02:00,2023-05-20,2,Saturday,1,0,5,Sarjapur Junction,Clear,None,Accident,57,56,1.9,Low,2,7,0,5,0,1
2023-05-20 03:00,2023-05-20,3,Saturday,1,0,5,MG Road & Brigade Rd,Clear,None,None,72,60,2.5,Low,2,4,0,5,1,1
2023-05-20 04:00,2023-05-20,4,Saturday,1,0,5,Hebbal Flyover,Clear,Exhibition,None,106,53,2.6,Low,2,2,0,2,1,1
2023-05-20 05:00,2023-05-20,5,Saturday,1,0,5,Hebbal Flyover,Cloudy,Cricket Match,None,192,47,4.6,Low,2,2,1,1,1,1
2023-05-20 06:00,2023-05-20,6,Saturday,1,0,5,Marathahalli Bridge,Rain,Concert,None,229,50,4.0,Low,2,5,4,0,1,1
2023-05-20 07:00,2023-05-20,7,Saturday,1,0,5,Whitefield Main Rd,Cloudy,None,None,66,54,2.5,Low,2,9,1,5,1,1
2023-05-20 08:00,2023-05-20,8,Saturday,1,0,5,Bannerghatta Rd,Cloudy,None,None,76,52,2.4,Low,2,0,1,5,1,1
2023-05-20 09:00,2023-05-20,9,Saturday,1,0,5,Electronic City Flyover,Cloudy,None,None,132,57,3.9,Low,2,1,1,5,1,1
2023-05-20 10:00,2023-05-20,10,Saturday,1,0,5,KR Puram Junction,Clear,None,None,431,40,8.8,Medium,2,3,0,5,1,2
2023-05-20 11:00,2023-05-20,11,Saturday,1,0,5,Sarjapur Junction,Clear,Cricket Match,None,511,43,11.0,Medium,2,7,0,1,1,2
2023-05-20 12:00,2023-05-20,12,Saturday,1,0,5,Whitefield Main Rd,Clear,Concert,None,418,42,8.5,Medium,2,9,0,0,1,2
2023-05-20 13:00,2023-05-20,13,Saturday,1,0,5,MG Road & Brigade Rd,Fog,None,None,249,53,6.1,Low,2,4,2,5,1,1
2023-05-20 14:00,2023-05-20,14,Saturday,1,0,5,Electronic City Flyover,Cloudy,None,VIP Movement,262,49,6.5,Low,2,1,1,5,4,1
2023-05-20 15:00,2023-05-20,15,Saturday,1,0,5,Outer Ring Road & Bellandur,Clear,Festival,None,459,44,8.3,Medium,2,6,0,3,1,2
2023-05-20 16:00,2023-05-20,16,Saturday,1,0,5,Sarjapur Junction,Clear,None,None,369,46,6.2,Medium,2,7,0,5,1,2
2023-05-20 17:00,2023-05-20,17,Saturday,1,0,5,Bannerghatta Rd,Fog,None,None,362,42,8.1,Medium,2,0,2,5,1,2
2023-05-20 18:00,2023-05-20,18,Saturday,1,0,5,MG Road & Brigade Rd,Cloudy,None,Accident,235,52,4.8,Low,2,4,1,5,0,1
2023-05-20 19:00,2023-05-20,19,Saturday,1,0,5,Electronic City Flyover,Fog,Marathon,Power Outage,145,55,2.8,Low,2,1,2,4,2,1
2023-05-20 20:00,2023-05-20,20,Saturday,1,0,5,Sarjapur Junction,Rain,None,None,391,44,7.7,Medium,2,7,4,5,1,2
2023-05-20 21:00,2023-05-20,21,Saturday,1,0,5,Whitefield Main Rd,Clear,None,None,75,53,2.2,Low,2,9,0,5,1,1
2023-05-20 22:00,2023-05-20,22,Saturday,1,0,5,Electronic City Flyover,Clear,Exhibition,None,153,57,2.9,Low,2,1,0,2,1,1
2023-05-20 23:00,2023-05-20,23,Saturday,1,0,5,Electronic City Flyover,Clear,Festival,None,193,53,5.9,Low,2,1,0,3,1,1
2023-05-21 00:00,2023-05-21,0,Sunday,1,0,5,Marathahalli Bridge,Clear,Political Rally,None,117,56,4.1,Low,3,5,0,6,1,1
2023-05-21 01:00,2023-05-21,1,Sunday,1,0,5,MG Road & Brigade Rd,Clear,None,None,48,56,2.1,Low,3,4,0,5,1,1
2023-05-21 02:00,2023-05-21,2,Sunday,1,0,5,MG Road & Brigade Rd,Clear,None,Road Construction,13,60,0.4,Low,3,4,0,5,3,1
2023-05-21 03:00,2023-05-21,3,Sunday,1,0,5,Bannerghatta Rd,Clear,None,None,85,53,3.3,Low,3,0,0,5,1,1
2023-05-21 04:00,2023-05-21,4,Sunday,1,0,5,Sarjapur Junction,Clear,Political Rally,None,192,52,3.6,Low,3,7,0,6,1,1
2023-05-21 05:00,2023-05-21,5,Sunday,1,0,5,MG Road & Brigade Rd,Clear,None,VIP Movement,64,59,1.2,Low,3,4,0,5,4,1
2023-05-21 06:00,2023-05-21,6,Sunday,1,0,5,Sarjapur Junction,Cloudy,None,None,75,55,1.3,Low,3,7,1,5,1,1
2023-05-21 07:00,2023-05-21,7,Sunday,1,0,5,Sarjapur Junction,Rain,None,None,47,62,1.5,Low,3,7,4,5,1,1
2023-05-21 08:00,2023-05-21,8,Sunday,1,0,5,KR Puram Junction,Cloudy,None,None,44,62,2.8,Low,3,3,1,5,1,1
2023-05-21 09:00,2023-05-21,9,Sunday,1,0,5,Outer Ring Road & Bellandur,Clear,None,None,80,58,2.9,Low,3,6,0,5,1,1
2023-05-21 10:00,2023-05-21,10,Sunday,1,0,5,KR Puram Junction,Clear,None,None,561,38,10.4,Medium,3,3,0,5,1,2
2023-05-21 11:00,2023-05-21,11,Sunday,1,0,5,Marathahalli Bridge,Clear,Political Rally,None,796,31,15.8,High,3,5,0,6,1,0
2023-05-21 12:00,2023-05-21,12,Sunday,1,0,5,Sarjapur Junction,Clear,None,VIP Movement,277,46,5.3,Low,3,7,0,5,4,1
2023-05-21 13:00,2023-05-21,13,Sunday,1,0,5,Hebbal Flyover,Heavy Rain,Exhibition,None,260,47,4.5,Low,3,2,3,2,1,1
2023-05-21 14:00,2023-05-21,14,Sunday,1,0,5,Sarjapur Junction,Rain,None,None,447,44,9.2,Medium,3,7,4,5,1,2
2023-05-21 15:00,2023-05-21,15,Sunday,1,0,5,Electronic City Flyover,Cloudy,Exhibition,VIP Movement,370,46,6.7,Medium,3,1,1,2,4,2
2023-05-21 16:00,2023-05-21,16,Sunday,1,0,5,Outer Ring Road & Bellandur,Fog,None,None,317,47,7.5,Medium,3,6,2,5,1,2
2023-05-21 17:00,2023-05-21,17,Sunday,1,0,5,Hebbal Flyover,Rain,None,None,354,43,7.9,Medium,3,2,4,5,1,2
2023-05-21 18:00,2023-05-21,18,Sunday,1,0,5,MG Road & Brigade Rd,Clear,Exhibition,None,697,31,12.5,Medium,3,4,0,2,1,2
2023-05-21 19:00,2023-05-21,19,Sunday,1,0,5,Marathahalli Bridge,Cloudy,None,None,324,46,7.5,Medium,3,5,1,5,1,2
2023-05-21 20:00,2023-05-21,20,Sunday,1,0,5,Outer Ring Road & Bellandur,Heavy Rain,Political Rally,None,354,48,8.0,Medium,3,6,3,6,1,2
2023-05-21 21:00,2023-05-21,21,Sunday,1,0,5,Silk Board Junction,Clear,Concert,Road Construction,179,53,4.9,Low,3,8,0,0,3,1
2023-05-21 22:00,2023-05-21,22,Sunday,1,0,5,KR Puram Junction,Cloudy,None,Road Construction,70,57,2.6,Low,3,3,1,5,3,1
2023-05-21 23:00,2023-05-21,23,Sunday,1,0,5,Sarjapur Junction,Clear,None,None,109,58,3.3,Low,3,7,0,5,1,1
2023-05-22 00:00,2023-05-22,0,Monday,0,0,5,Outer Ring Road & Bellandur,Clear,None,None,20,56,1.0,Low,1,6,0,5,1,1
2023-05-22 01:00,2023-05-22,1,Monday,0,0,5,Electronic City Flyover,Clear,None,Accident,0,58,2.4,Low,1,1,0,5,0,1
2023-05-22 02:00,2023-05-22,2,Monday,0,0,5,Hebbal Flyover,Rain,None,VIP Movement,34,54,2.1,Low,1,2,4,5,4,1
2023-05-22 03:00,2023-05-22,3,Monday,0,0,5,Outer Ring Road & Bellandur,Cloudy,None,None,0,63,2.0,Low,1,6,1,5,1,1
2023-05-22 04:00,2023-05-22,4,Monday,0,0,5,Hebbal Flyover,Cloudy,None,None,30,56,3.2,Low,1,2,1,5,1,1
2023-05-22 05:00,2023-05-22,5,Monday,0,0,5,Whitefield Main Rd,Clear,Festival,None,44,61,1.8,Low,1,9,0,3,1,1
2023-05-22 06:00,2023-05-22,6,Monday,0,0,5,KR Puram Junction,Clear,None,None,347,41,6.3,Medium,1,3,0,5,1,2
2023-05-22 07:00,2023-05-22,7,Monday,0,0,5,Whitefield Main Rd,Clear,None,Waterlogging,167,54,2.8,Low,1,9,0,5,5,1
2023-05-22 08:00,2023-05-22,8,Monday,0,0,5,Marathahalli Bridge,Clear,None,None,978,20,17.4,High,1,5,0,5,1,0
2023-05-22 09:00,2023-05-22,9,Monday,0,0,5,Sarjapur Junction,Rain,None,None,577,40,11.4,Medium,1,7,4,5,1,2
2023-05-22 10:00,2023-05-22,10,Monday,0,0,5,KR Puram Junction,Clear,None,None,949,19,16.9,High,1,3,0,5,1,0
2023-05-22 11:00,2023-05-22,11,Monday,0,0,5,Outer Ring Road & Bellandur,Clear,Political Rally,None,531,37,9.8,Medium,1,6,0,6,1,2
2023-05-22 12:00,2023-05-22,12,Monday,0,0,5,Electronic City Flyover,Cloudy,None,None,460,38,10.2,Medium,1,1,1,5,1,2
2023-05-22 13:00,2023-05-22,13,Monday,0,0,5,Whitefield Main Rd,Cloudy,None,None,382,41,6.8,Medium,1,9,1,5,1,2
2023-05-22 14:00,2023-05-22,14,Monday,0,0,5,Whitefield Main Rd,Clear,None,Road Construction,150,52,4.5,Low,1,9,0,5,3,1
2023-05-22 15:00,2023-05-22,15,Monday,0,0,5,KR Puram Junction,Clear,Concert,None,271,46,7.4,Low,1,3,0,0,1,1
2023-05-22 16:00,2023-05-22,16,Monday,0,0,5,Bannerghatta Rd,Clear,Cricket Match,None,491,44,9.7,Medium,1,0,0,1,1,2
2023-05-22 17:00,2023-05-22,17,Monday,0,0,5,Silk Board Junction,Fog,None,None,823,30,14.0,High,1,8,2,5,1,0
2023-05-22 18:00,2023-05-22,18,Monday,0,0,5,Marathahalli Bridge,Fog,None,Road Construction,321,44,8.2,Medium,1,5,2,5,3,2
2023-05-22 19:00,2023-05-22,19,Monday,0,0,5,Electronic City Flyover,Clear,None,Road Construction,728,33,13.9,High,1,1,0,5,3,0
2023-05-22 20:00,2023-05-22,20,Monday,0,0,5,Sarjapur Junction,Clear,None,None,1172,12,21.8,High,1,7,0,5,1,0
2023-05-22 21:00,2023-05-22,21,Monday,0,0,5,Whitefield Main Rd,Cloudy,None,None,312,51,6.8,Medium,1,9,1,5,1,2
2023-05-22 22:00,2023-05-22,22,Monday,0,0,5,Hebbal Flyover,Clear,None,Waterlogging,177,52,5.5,Low,1,2,0,5,5,1
2023-05-22 23:00,2023-05-22,23,Monday,0,0,5,KR Puram Junction,Clear,None,None,0,56,2.0,Low,1,3,0,5,1,1
2023-05-23 00:00,2023-05-23,0,Tuesday,0,0,5,MG Road & Brigade Rd,Clear,Marathon,None,16,55,1.7,Low,5,4,0,4,1,1
2023-05-23 01:00,2023-05-23,1,Tuesday,0,0,5,MG Road & Brigade Rd,Clear,Concert,VIP Movement,0,62,1.3,Low,5,4,0,0,4,1
2023-05-23 02:00,2023-05-23,2,Tuesday,0,0,5,Marathahalli Bridge,Cloudy,None,Road Construction,0,59,2.1,Low,5,5,1,5,3,1
2023-05-23 03:00,2023-05-23,3,Tuesday,0,0,5,Whitefield Main Rd,Clear,Concert,None,46,55,2.6,Low,5,9,0,0,1,1
2023-05-23 04:00,2023-05-23,4,Tuesday,0,0,5,Whitefield Main Rd,Cloudy,None,None,65,52,1.4,Low,5,9,1,5,1,1
2023-05-23 05:00,2023-05-23,5,Tuesday,0,0,5,Hebbal Flyover,Clear,None,None,51,61,1.1,Low,5,2,0,5,1,1
2023-05-23 06:00,2023-05-23,6,Tuesday,0,0,5,Silk Board Junction,Cloudy,None,Waterlogging,194,48,5.5,Low,5,8,1,5,5,1
2023-05-23 07:00,2023-05-23,7,Tuesday,0,0,5,Marathahalli Bridge,Clear,None,None,302,43,5.2,Medium,5,5,0,5,1,2
